Level	Rule Name	Subject	Property	Value
WARN	missing_definition	root node	IAO:0000115	
WARN	missing_definition	description	IAO:0000115	
WARN	missing_definition	license	IAO:0000115	
WARN	missing_definition	title	IAO:0000115	
WARN	missing_definition	DataFeedElement	IAO:0000115	
WARN	missing_definition	lyrics	IAO:0000115	
WARN	missing_definition	is data feed element of	IAO:0000115	
WARN	missing_definition	is item of	IAO:0000115	
WARN	missing_definition	source item	IAO:0000115	
WARN	missing_definition	is referenced in	IAO:0000115	
WARN	missing_definition	has license statement	IAO:0000115	
WARN	missing_definition	has related entity	IAO:0000115	
WARN	missing_definition	has related person	IAO:0000115	
WARN	missing_definition	has related organization	IAO:0000115	
WARN	missing_definition	has related location	IAO:0000115	
WARN	missing_definition	has related event	IAO:0000115	
WARN	missing_definition	is associated media of	IAO:0000115	
WARN	missing_definition	is related entity of	IAO:0000115	
WARN	missing_definition	is related person of	IAO:0000115	
WARN	missing_definition	is related event of	IAO:0000115	
WARN	missing_definition	is related location of	IAO:0000115	
WARN	missing_definition	is related organization of	IAO:0000115	
WARN	missing_definition	has related item	IAO:0000115	
WARN	missing_definition	is related item of	IAO:0000115	
WARN	missing_definition	Audio Object	IAO:0000115	
WARN	missing_definition	DataFeed	IAO:0000115	
WARN	missing_definition	Data Feed Item	IAO:0000115	
WARN	missing_definition	Image Object	IAO:0000115	
WARN	missing_definition	Media Object	IAO:0000115	
WARN	missing_definition	has associated media	IAO:0000115	
WARN	missing_definition	contentURL	IAO:0000115	
WARN	missing_definition	has data feed element	IAO:0000115	
WARN	missing_definition	has item	IAO:0000115	
WARN	missing_definition	license	IAO:0000115	
WARN	multiple_labels	DataFeedElement	rdfs:label	DataFeedElement@de
WARN	multiple_labels	DataFeedElement	rdfs:label	DataFeedElement@en
